sample,Sex,Mission Length Weeks,Diet,Group
GC4_23_724448,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_480367,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_346458,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_990663,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_773360,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_676627,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_668180,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_707488,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_599803,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_458213,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_240561,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_745968,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_109396,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_527609,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_573194,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_789329,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_70206,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_649738,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_125367,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_645506,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_836016,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_281533,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_915429,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_870046,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_724542,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_183729,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_624734,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_566093,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_634229,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_345295,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_942629,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_940857,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_618806,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_550940,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_311689,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_565528,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_650329,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_978831,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_796499,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_619162,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_389105,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_554542,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_817058,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_830427,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_959008,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_724942,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_47708,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_358746,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_838647,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_405860,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_38235,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_837796,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_50427,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_962567,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_197260,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_645880,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_178461,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_549146,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_877501,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_437398,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_387519,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_106301,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_360046,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_856812,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_276233,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_560532,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_180048,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_353975,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_840076,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_917238,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_459010,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_572330,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_487238,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_241250,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_763925,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_31431,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_639141,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_384285,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_866029,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_941615,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_357858,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_712175,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_617909,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_866441,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_970325,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_707641,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_337174,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_47569,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_421721,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_163524,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_996695,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_138920,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_390461,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_984030,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_393401,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_70668,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_482655,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_98043,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_336011,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_841041,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_470059,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_883272,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_683158,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_585088,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_39687,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_88173,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_256242,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_760050,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_489100,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_329523,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_778113,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_668019,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_695015,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_525458,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_367999,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_924148,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_887253,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_828246,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_135650,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_251251,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_435942,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_469796,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_943638,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_201785,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_441177,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_754804,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_95871,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_607717,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_422889,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_45173,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_496232,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC3_23_472010,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC4_23_177676,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC5_23_380703,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
CC1_1_0_842732,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_281672,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_423030,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_334151,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_140224,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_152280,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_317034,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_962650,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_34137,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_834602,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_857946,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_169418,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_303908,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_30686,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_194133,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_174191,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_989108,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_869895,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_552259,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_39308,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_955575,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_446641,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_393584,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_228535,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_480820,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_143413,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_931600,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_377080,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_466654,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_588766,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_28611,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_923143,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_485682,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_482628,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_887126,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_419258,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_268619,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_978610,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_249513,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_131828,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_603133,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_696517,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_150054,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_279692,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_853846,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_710169,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_908255,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_28604,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_473377,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_775706,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_884401,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_538426,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_405136,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_115709,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_267589,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_845149,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_230252,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_959715,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_454535,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_967185,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_391299,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_450579,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_158655,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_476037,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_20358,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_89442,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_551371,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_421389,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_300188,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_797565,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_585372,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_778151,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_834242,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_590928,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_862630,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_274896,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_89062,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_297658,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_159124,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_700033,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_24620,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_287801,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_370261,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_828745,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_849211,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_113852,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_873645,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_236399,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_727963,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_703913,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_146945,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_280372,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_872276,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_556955,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_762519,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_269336,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_777036,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_577762,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_499604,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_3785,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_931175,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_426767,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_361942,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_121619,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_337607,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_236350,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_383619,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_31567,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_242351,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_229197,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_159318,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_758876,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_446798,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_158236,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_243634,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_1993,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_517064,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_196031,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_246060,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_898172,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_608708,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_852723,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_305666,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_415681,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_678999,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_949111,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_162023,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_641206,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_349012,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_234687,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_121191,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_695485,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_819896,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_259116,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_508289,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_667403,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_816142,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_905367,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_96842,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_208981,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_329389,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_805197,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_9353,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_23066,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_601798,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_450540,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_241699,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_387361,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_308333,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_897130,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_145985,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_828210,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_707354,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_127871,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_246888,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_497968,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_536152,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_839097,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_932348,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_832873,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_879214,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_862069,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_18280,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_206170,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_489241,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_276387,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_846576,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_8862,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_500413,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_804890,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_60241,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_142388,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_783345,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_702189,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_833394,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_213476,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_462066,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_634824,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_889993,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_540684,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_417937,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_327385,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_2612,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_220744,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_565044,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_620842,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_369027,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_734650,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_240519,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_475766,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_373814,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_548402,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_451296,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_761069,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_354709,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_482208,male,10,Standard chow (LLU),Cohort Control 1
CC1_1_0_661487,male,10,Standard chow (LLU),Cohort Control 1
CC1_10_0_20882,male,10,Standard chow (LLU),Cohort Control 1
CC1_11_0_385466,male,10,Standard chow (LLU),Cohort Control 1
CC1_12_0_381,male,10,Standard chow (LLU),Cohort Control 1
GC19_22_758613,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC2_22_250547,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC20_22_66824,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC19_22_678225,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC2_22_331554,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC20_22_725247,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC19_22_769399,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC2_22_856812,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC20_22_767286,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC19_22_518455,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC2_22_914742,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC20_22_73064,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC19_22_766369,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC2_22_939524,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC20_22_240960,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC19_22_166329,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC2_22_802711,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC20_22_544867,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC19_22_992443,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC2_22_623279,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC20_22_143786,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC19_22_516302,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC2_22_835153,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC20_22_456949,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
GC19_22_711413,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
